CaseID,WMUCount,DeltaISum,DeltaVSum,SmallDeltaISum,SmallDeltaVSum,Network
77,3,3.573521238829584e-10,0.006512877229508995,True,False,ieee14
78,3,3.58064423691402e-10,0.00637804420435073,True,False,ieee14
79,3,3.568481459560785e-10,0.006571507511337837,True,False,ieee14
80,3,3.570601119012652e-10,0.006416170312649738,True,False,ieee14
81,3,3.574858248720706e-10,0.006282224072235221,True,False,ieee14
82,3,3.161510856427647e-08,0.5200064079777502,False,False,ieee14
83,3,3.16155027617153e-08,0.5181037993233801,False,False,ieee14
84,3,3.161628730937424e-08,0.5371490542225588,False,False,ieee14
85,3,3.1615011533167816e-08,0.5124134502959913,False,False,ieee14
86,3,3.1615401317962504e-08,0.4908390361242857,False,False,ieee14
87,3,3.161618544752235e-08,0.5011574543994046,False,False,ieee14
88,3,3.161509140151335e-08,0.5302272242017649,False,False,ieee14
89,3,3.1615414358764254e-08,0.5258883382571506,False,False,ieee14
90,3,3.1616046151493085e-08,0.5319453135895345,False,False,ieee14
91,3,1.4921556918559292e-09,0.045006654075814834,False,False,ieee14
92,3,1.4928449606470765e-09,0.043577154547855934,False,False,ieee14
93,3,1.4942075357243534e-09,0.047512988586740024,False,False,ieee14
94,3,1.4921469771526607e-09,0.07483932419483386,False,False,ieee14
95,3,1.4927556231879361e-09,0.0742061408353647,False,False,ieee14
96,3,1.493960264110487e-09,0.07400872420504567,False,False,ieee14
97,3,1.4921478543694248e-09,0.09006777349893824,False,False,ieee14
98,3,1.4925849333696086e-09,0.086969949453781,False,False,ieee14
99,3,1.4934457851596051e-09,0.08401111229626468,False,False,ieee14
100,3,5.362333197782476e-10,0.008452067011376463,True,False,ieee14
101,3,5.366751986909726e-10,0.008396569011283384,True,False,ieee14
102,3,5.375613149081103e-10,0.008260368372779325,True,False,ieee14
103,3,5.362340117116706e-10,0.008447237556086118,True,False,ieee14
104,3,5.365880473973834e-10,0.008319527679916505,True,False,ieee14
105,3,5.372983491748388e-10,0.008129835409759978,True,False,ieee14
106,3,5.362353874198596e-10,0.008366311531458948,True,False,ieee14
107,3,5.364472551418669e-10,0.00820215112769862,True,False,ieee14
108,3,5.368728104264641e-10,0.008064165520143773,True,False,ieee14
109,3,5.195155774781812e-09,0.27156040377219126,False,False,ieee14
110,3,5.195973178438622e-09,0.26548861456521056,False,False,ieee14
111,3,5.1976103286929204e-09,0.2691865308275333,False,False,ieee14
112,3,5.125603211395825e-09,0.29039483813064726,False,False,ieee14
113,3,5.1263418032861235e-09,0.2839162652823105,False,False,ieee14
114,3,5.127856796590456e-09,0.28625115148394864,False,False,ieee14
115,3,4.806837069639207e-09,0.25956401401840845,False,False,ieee14
116,3,4.807442802146184e-09,0.2494345707157667,False,False,ieee14
117,3,4.80870713762918e-09,0.24859319888829312,False,False,ieee14
118,3,1.1880656574663848e-09,0.02195166429618245,False,False,ieee14
119,3,1.187878117674289e-09,0.025093695884320866,False,False,ieee14
120,3,1.1874832632612472e-09,0.024214059182786962,False,False,ieee14
121,3,1.191368926348409e-09,0.04213734555506132,False,False,ieee14
122,3,1.1912586021781792e-09,0.04238909905963695,False,False,ieee14
123,3,1.1909944290650284e-09,0.03948263905199245,False,False,ieee14
124,3,1.1727714073859671e-09,0.05973569186633465,False,False,ieee14
125,3,1.1727002321455581e-09,0.05977919713875135,False,False,ieee14
126,3,1.1724916352049486e-09,0.059624920897028866,False,False,ieee14
127,3,1.3925555456327132e-10,0.005061839571121052,True,False,ieee14
128,3,1.3891704497883735e-10,0.005034928319169296,True,False,ieee14
129,3,1.3823923815284475e-10,0.004916782603293757,True,False,ieee14
130,3,1.3888881599038016e-10,0.005289665168165314,True,False,ieee14
131,3,1.3858393385511152e-10,0.0051556812338577895,True,False,ieee14
132,3,1.379731359713126e-10,0.004963880179800317,True,False,ieee14
133,3,1.3805959110100828e-10,0.0054705696122466785,True,False,ieee14
134,3,1.3783468699371457e-10,0.005301413144138345,True,False,ieee14
135,3,1.3738435018498957e-10,0.005067760826273138,True,False,ieee14
136,3,9.357736313284402e-09,0.3434274477740742,False,False,ieee14
137,3,9.358149780758219e-09,0.3298797809558621,False,False,ieee14
138,3,9.359151754190427e-09,0.33252421965862544,False,False,ieee14
139,3,8.805844594550329e-09,0.34773425465380425,False,False,ieee14
140,3,8.806339963032123e-09,0.336454935574256,False,False,ieee14
141,3,8.807316711805215e-09,0.32561502309913093,False,False,ieee14
142,3,8.563946598499073e-09,0.3318713019403392,False,False,ieee14
143,3,8.564517022070622e-09,0.32838699868387455,False,False,ieee14
144,3,8.56561141747375e-09,0.32900906288678244,False,False,ieee14
145,3,1.5081739514981546e-09,0.10685542214003307,False,False,ieee14
146,3,1.507966634967073e-09,0.10614289853324066,False,False,ieee14
147,3,1.5075342475449875e-09,0.10326225021601909,False,False,ieee14
148,3,1.4937420180500677e-09,0.08031939596090387,False,False,ieee14
149,3,1.4935896367250988e-09,0.07807599697085432,False,False,ieee14
150,3,1.4933008482623101e-09,0.07635654274084491,False,False,ieee14
151,3,1.4917859133652394e-09,0.09748138256286298,False,False,ieee14
152,3,1.4916273701053597e-09,0.09649956220923528,False,False,ieee14
153,3,1.491331065412682e-09,0.09471587603113174,False,False,ieee14
154,3,2.0703254691716387e-10,0.007273640964384542,True,False,ieee14
155,3,2.0669321210891875e-10,0.0072025823502670505,True,False,ieee14
156,3,2.0601346917573638e-10,0.007045300657572917,True,False,ieee14
157,3,2.0570665001682452e-10,0.007691474373098917,True,False,ieee14
158,3,2.054035939570691e-10,0.007580256974986321,True,False,ieee14
159,3,2.047964797812585e-10,0.0072726159566984805,True,False,ieee14
160,3,2.0559899226579395e-10,0.007506879362020102,True,False,ieee14
161,3,2.0537601891642795e-10,0.007428366824812738,True,False,ieee14
162,3,2.0492957621512677e-10,0.007254664346677986,True,False,ieee14
163,3,1.0566561024319282e-08,0.4698595396791933,False,False,ieee14
164,3,1.056680888388842e-08,0.45438896562752645,False,False,ieee14
165,3,1.0567632542395186e-08,0.45624555210201173,False,False,ieee14
166,3,1.0171215253253431e-08,0.32939520706822706,False,False,ieee14
167,3,1.0172037510138249e-08,0.4307740255758151,False,False,ieee14
168,3,1.0172977741036906e-08,0.4131901055037923,False,False,ieee14
169,3,1.0025546983475659e-08,0.4257356007876461,False,False,ieee14
170,3,1.0026201746429044e-08,0.4271128601775917,False,False,ieee14
171,3,1.0027341185306664e-08,0.4318401289818956,False,False,ieee14
172,3,2.3437380225378334e-09,0.13865110506584977,False,False,ieee14
173,3,2.34373758730087e-09,0.13685849491124036,False,False,ieee14
174,3,2.343736046443292e-09,0.138691387058406,False,False,ieee14
175,3,2.3300775370221706e-09,0.05941093581378332,False,False,ieee14
176,3,2.3301220484231332e-09,0.06059747355569811,False,False,ieee14
177,3,2.330262014720447e-09,0.060093160128083634,False,False,ieee14
178,3,2.3146127012713933e-09,0.11699148666234815,False,False,ieee14
179,3,2.31465655586098e-09,0.11410430790105008,False,False,ieee14
180,3,2.314749475268422e-09,0.11407166922931067,False,False,ieee14
181,3,2.7792468479468084e-10,0.008522609610947307,True,False,ieee14
182,3,2.7758591583607526e-10,0.008449115155879428,True,False,ieee14
183,3,2.7690732830219455e-10,0.008307924425774882,True,False,ieee14
184,3,2.7700566932545303e-10,0.00878515053040585,True,False,ieee14
185,3,2.7670261694383727e-10,0.00864333061501088,True,False,ieee14
186,3,2.7609541437537943e-10,0.008391794560019483,True,False,ieee14
187,3,2.768827687755627e-10,0.008594004963858981,True,False,ieee14
188,3,2.7666151660314735e-10,0.008409606450224705,True,False,ieee14
189,3,2.7621839177040884e-10,0.008307997526388111,True,False,ieee14
190,3,1.604997257066653e-08,0.8956841951180252,False,False,ieee14
191,3,1.604952863559507e-08,0.7474538775469588,False,False,ieee14
192,3,1.604912006988782e-08,0.8008244897709402,False,False,ieee14
193,3,1.6049650529074374e-08,0.6414102357763144,False,False,ieee14
194,3,1.604944864152671e-08,0.6463144360686737,False,False,ieee14
195,3,1.6049606657467015e-08,0.6786529542001315,False,False,ieee14
196,3,1.6049644157160558e-08,0.6859894498722554,False,False,ieee14
197,3,1.6049233735128627e-08,0.6538331704118774,False,False,ieee14
198,3,1.6050790666961447e-08,0.5286807242241764,False,False,ieee14
199,3,3.4423881729789e-09,0.19812882133048204,False,False,ieee14
200,3,3.442657519242667e-09,0.19669817434070058,False,False,ieee14
201,3,3.443229118297469e-09,0.1994745558123988,False,False,ieee14
202,3,3.4424491263264275e-09,0.1949568554400143,False,False,ieee14
203,3,3.442790177821178e-09,0.1890970948558719,False,False,ieee14
204,3,3.4434721062777518e-09,0.1828402383200366,False,False,ieee14
205,3,3.4425258378614844e-09,0.17121222535205993,False,False,ieee14
206,3,3.442866674009033e-09,0.16839001593000724,False,False,ieee14
207,3,3.4435549482609215e-09,0.17014019992660656,False,False,ieee14
208,3,4.16248419867853e-10,0.010982033316451978,True,False,ieee14
209,3,4.159098386941767e-10,0.010932419304499064,True,False,ieee14
210,3,4.1523146408534425e-10,0.010757620920849309,True,False,ieee14
211,3,4.162521228606017e-10,0.010967121356096232,True,False,ieee14
212,3,4.1595124112126145e-10,0.01081917774327279,True,False,ieee14
213,3,4.153483502955838e-10,0.010597136906874582,True,False,ieee14
214,3,4.1624864638089257e-10,0.01070887044379032,True,False,ieee14
215,3,4.1603139277354554e-10,0.010637664314982476,True,False,ieee14
216,3,4.155962035193569e-10,0.010387444225911646,True,False,ieee14
217,3,1.2649521337262613e-08,0.0690731988638571,False,False,ieee14
218,3,1.2650346295149387e-08,0.07844529866933647,False,False,ieee14
219,3,1.2652029372726524e-08,0.08280469207350749,False,False,ieee14
220,3,1.2637985944405053e-08,0.07885965294308594,False,False,ieee14
221,3,1.2638842481207806e-08,0.08571401224825381,False,False,ieee14
222,3,1.264058004951862e-08,0.08776512423566718,False,False,ieee14
223,3,1.2012421162819337e-08,0.07745449105971836,False,False,ieee14
224,3,1.2013224237980951e-08,0.07835479859929706,False,False,ieee14
225,3,1.2014864147549502e-08,0.07947555566354003,False,False,ieee14
226,3,2.509387511042428e-09,0.019478484004449292,False,False,ieee14
227,3,2.510435435188004e-09,0.016183905687112587,False,False,ieee14
228,3,2.5126008599020278e-09,0.018662533907118806,False,False,ieee14
229,3,2.5010432190954186e-09,0.028382873424484978,False,False,ieee14
230,3,2.502042882969219e-09,0.030196017382794427,False,False,ieee14
231,3,2.5053742396522238e-09,0.012863816106975623,False,False,ieee14
232,3,2.4687893543845746e-09,0.04490992143192474,False,False,ieee14
233,3,2.4696259328644017e-09,0.04267849516341338,False,False,ieee14
234,3,2.4712809537188432e-09,0.04072031905635276,False,False,ieee14
235,3,2.5171088247999123e-10,0.005359680679304701,True,False,ieee14
236,3,2.5277240971057377e-10,0.0053669469199644215,True,False,ieee14
237,3,2.548882623441881e-10,0.005210965325032735,True,False,ieee14
238,3,2.5149576587785976e-10,0.005617204743080473,True,False,ieee14
239,3,2.525012499345976e-10,0.005492238638682756,True,False,ieee14
240,3,2.545060121355659e-10,0.005243018102146335,True,False,ieee14
241,3,2.50123185700726e-10,0.0058392589568077025,True,False,ieee14
242,3,2.509242016665829e-10,0.005634431286940189,True,False,ieee14
243,3,2.5252047541306693e-10,0.005356676155191642,True,False,ieee14
244,3,2.1452991253896095e-08,0.198173436252014,False,False,ieee14
245,3,2.1453483323886336e-08,0.20492809480922858,False,False,ieee14
246,3,2.1454782576691e-08,0.20159280248420341,False,False,ieee14
247,3,2.0513843336908388e-08,0.11453735929590925,False,False,ieee14
248,3,2.0514603121587316e-08,0.12347502041225267,False,False,ieee14
249,3,2.0515993920547877e-08,0.14455514312544138,False,False,ieee14
250,3,1.997459595131996e-08,0.2207722332447669,False,False,ieee14
251,3,1.9975530522918565e-08,0.19670558322495812,False,False,ieee14
252,3,1.9977254988904768e-08,0.1774951176355538,False,False,ieee14
253,3,4.098019128297166e-09,0.03391820000585699,False,False,ieee14
254,3,4.099032398517166e-09,0.03449493282185134,False,False,ieee14
255,3,4.101050184299765e-09,0.03369588163999426,False,False,ieee14
256,3,4.044121438010966e-09,0.030377374153839676,False,False,ieee14
257,3,4.045154972810163e-09,0.03510679366116143,False,False,ieee14
258,3,4.04727295970008e-09,0.03406483028766427,False,False,ieee14
259,3,4.028927248754678e-09,0.015745640964666574,False,False,ieee14
260,3,4.029805793409604e-09,0.0204268471737431,False,False,ieee14
261,3,4.031544991005991e-09,0.02239023677267915,False,False,ieee14
262,3,3.843661680143158e-10,0.007971074166246206,True,False,ieee14
263,3,3.8542572913429323e-10,0.007929463994355346,True,False,ieee14
264,3,3.8753811876538846e-10,0.007862781186845136,True,False,ieee14
265,3,3.824018438417824e-10,0.008444199255541851,True,False,ieee14
266,3,3.8340906387877787e-10,0.008402734095917741,True,False,ieee14
267,3,3.8541638776576836e-10,0.008199666920713056,True,False,ieee14
268,3,3.8169455222408327e-10,0.008255657100149194,True,False,ieee14
269,3,3.825003652788624e-10,0.008194851431470473,True,False,ieee14
270,3,3.8410560343650435e-10,0.008093538042115989,True,False,ieee14
271,3,2.49140269909401e-08,0.3538497971481856,False,False,ieee14
272,3,2.4914475957649997e-08,0.3716118253738676,False,False,ieee14
273,3,2.4915624512175156e-08,0.3738816939942501,False,False,ieee14
274,3,2.435217090161127e-08,0.4062242899588946,False,False,ieee14
275,3,2.4351673856527287e-08,0.4023777191401184,False,False,ieee14
276,3,2.4353015544533627e-08,0.41918244152967393,False,False,ieee14
277,3,2.4061410621018446e-08,0.3390116847590897,False,False,ieee14
278,3,2.4062295208975617e-08,0.3296483127362635,False,False,ieee14
279,3,2.4064091985974613e-08,0.33097940782994417,False,False,ieee14
280,3,5.000381966596483e-09,0.04366298145702863,False,False,ieee14
281,3,5.001395413346551e-09,0.04382038825522416,False,False,ieee14
282,3,5.003411427665751e-09,0.04325962148424878,False,False,ieee14
283,3,4.967608268601342e-09,0.03085758826016216,False,False,ieee14
284,3,4.968631782403254e-09,0.03572488822766973,False,False,ieee14
285,3,4.970645910257471e-09,0.03833159107004214,False,False,ieee14
286,3,4.9584390050572745e-09,0.020856102841503188,False,False,ieee14
287,3,4.959320079202026e-09,0.017836599126869634,False,False,ieee14
288,3,4.961069604614514e-09,0.020260934803359776,False,False,ieee14
289,3,5.027768699129257e-10,0.00944132405376974,True,False,ieee14
290,3,5.038363687771141e-10,0.009380114294852304,True,False,ieee14
291,3,5.059486203352072e-10,0.009307178734150212,True,False,ieee14
292,3,5.014834032340856e-10,0.009732024236680847,True,False,ieee14
293,3,5.024918133007019e-10,0.00967815381928705,True,False,ieee14
294,3,5.045017974427923e-10,0.00953295057445036,True,False,ieee14
295,3,5.009863429228844e-10,0.009487861151837751,True,False,ieee14
296,3,5.017932197226648e-10,0.009442644703928305,True,False,ieee14
297,3,5.034011283355652e-10,0.0094156891593834,True,False,ieee14
298,3,3.642431372828995e-08,0.6457922583420725,False,False,ieee14
299,3,3.64240649047581e-08,0.5876990889548963,False,False,ieee14
300,3,3.6424633852808364e-08,0.5595323782900494,False,False,ieee14
301,3,3.642462808470892e-08,0.6307339463406889,False,False,ieee14
302,3,3.642423843621671e-08,0.6362673343052954,False,False,ieee14
303,3,3.642456642249302e-08,0.6343021671206462,False,False,ieee14
304,3,3.642358662791053e-08,0.5774660697289906,False,False,ieee14
305,3,3.642443248140862e-08,0.6160956295342653,False,False,ieee14
306,3,3.642612799634766e-08,0.6193039026885738,False,False,ieee14
307,3,7.471598202649794e-09,0.07393335203308771,False,False,ieee14
308,3,7.472558878347757e-09,0.07350051061077867,False,False,ieee14
309,3,7.474523064235759e-09,0.0740277033886203,False,False,ieee14
310,3,7.471597586837147e-09,0.07704709147164868,False,False,ieee14
311,3,7.472587939508147e-09,0.07600595082285333,False,False,ieee14
312,3,7.474589169951444e-09,0.07542350054027247,False,False,ieee14
313,3,7.471390252210181e-09,0.06953139235387995,False,False,ieee14
314,3,7.4722962476977e-09,0.06979152863247595,False,False,ieee14
315,3,7.474093148307643e-09,0.068790653443775,False,False,ieee14
316,3,7.528505551165382e-10,0.013021186669044948,True,False,ieee14
317,3,7.539100669337625e-10,0.013006171607061523,True,False,ieee14
318,3,7.560217136644777e-10,0.013020860398487044,True,False,ieee14
319,3,7.528664278319221e-10,0.012967760046062149,True,False,ieee14
320,3,7.538776823215209e-10,0.012923612480041924,True,False,ieee14
321,3,7.55893765864014e-10,0.012900177822574244,True,False,ieee14
322,3,7.528663509222712e-10,0.012831134546825607,True,False,ieee14
323,3,7.536757262011075e-10,0.01278963949705314,True,False,ieee14
324,3,7.55288749641459e-10,0.012697980189358749,True,False,ieee14
325,3,3.699253964044341e-09,0.13008509065184015,False,False,ieee14
326,3,3.700394844923979e-09,0.1282947357017612,False,False,ieee14
327,3,3.7026340055058243e-09,0.13086519032082988,False,False,ieee14
328,3,3.6766496808050204e-09,0.10252517429745056,False,False,ieee14
329,3,3.6776685328794493e-09,0.09577406275748845,False,False,ieee14
330,3,3.679661731484961e-09,0.09877578655204511,False,False,ieee14
331,3,3.4760984183294943e-09,0.13386407713091342,False,False,ieee14
332,3,3.4768376814553674e-09,0.1275359063827355,False,False,ieee14
333,3,3.478318426640861e-09,0.12730706286255833,False,False,ieee14
334,3,9.281326562485399e-10,0.019472427635315093,True,False,ieee14
335,3,9.293004779269551e-10,0.023895708598727028,True,False,ieee14
336,3,9.316505162098173e-10,0.025327635933670933,True,False,ieee14
337,3,9.230521914713011e-10,0.035793854473370024,True,False,ieee14
338,3,9.241220623356704e-10,0.03616093058812675,True,False,ieee14
339,3,9.262409707414399e-10,0.034292980053573396,True,False,ieee14
340,3,9.119422475200517e-10,0.04704924854779924,True,False,ieee14
341,3,9.127411361688363e-10,0.046742883439652605,True,False,ieee14
342,3,9.14319595456767e-10,0.04695198441261084,True,False,ieee14
343,3,9.917498209540859e-11,0.005279314912952748,True,False,ieee14
344,3,1.0034505494696176e-10,0.005247669736117566,True,False,ieee14
345,3,1.0268003863782282e-10,0.005123970653515664,True,False,ieee14
346,3,9.89619120135318e-11,0.005510742292788917,True,False,ieee14
347,3,1.0001891742543775e-10,0.005393770079029303,True,False,ieee14
348,3,1.02128679277434e-10,0.005186714426179684,True,False,ieee14
349,3,9.891648319607693e-11,0.005731723641052566,True,False,ieee14
350,3,9.969973204265843e-11,0.005556310462822012,True,False,ieee14
351,3,1.012626142802446e-10,0.005309632523201158,True,False,ieee14
352,3,5.876474919408726e-09,0.15472217123842424,False,False,ieee14
353,3,5.877537075258147e-09,0.14892119044026486,False,False,ieee14
354,3,5.879614974954225e-09,0.1496179403327914,False,False,ieee14
355,3,5.577469679886984e-09,0.15800709027795745,False,False,ieee14
356,3,5.5784161679002495e-09,0.1495458770192265,False,False,ieee14
357,3,5.5802485385852574e-09,0.14835838359015752,False,False,ieee14
358,3,5.44672692866492e-09,0.15685756346786317,False,False,ieee14
359,3,5.447412018313547e-09,0.15779742804900687,False,False,ieee14
360,3,5.448738179214575e-09,0.15630056791921532,False,False,ieee14
361,3,1.4524228717446298e-09,0.07676703099101956,False,False,ieee14
362,3,1.4536034513260312e-09,0.07563138041814976,False,False,ieee14
363,3,1.455933776634725e-09,0.07606392855049515,False,False,ieee14
364,3,1.4329258780591146e-09,0.06252398175282847,False,False,ieee14
365,3,1.434029594327702e-09,0.06043705852573833,False,False,ieee14
366,3,1.436125247661026e-09,0.058478280704112984,False,False,ieee14
367,3,1.4306202293734958e-09,0.07053298041169209,False,False,ieee14
368,3,1.4314268532305397e-09,0.06870937483564554,False,False,ieee14
369,3,1.4330180321566063e-09,0.06818193977160736,False,False,ieee14
370,3,1.494947597299646e-10,0.007692433327367909,True,False,ieee14
371,3,1.5066483588344265e-10,0.007621399652634198,True,False,ieee14
372,3,1.5300038193255243e-10,0.007463290714604276,True,False,ieee14
373,3,1.493059080058774e-10,0.008130981647521685,True,False,ieee14
374,3,1.5036530061795285e-10,0.008032328278353207,True,False,ieee14
375,3,1.5247922345732619e-10,0.0077456773841774185,True,False,ieee14
376,3,1.4957702596393952e-10,0.007971345697130094,True,False,ieee14
377,3,1.5036231912578143e-10,0.007916661447282758,True,False,ieee14
378,3,1.5192825325333813e-10,0.007732546825235276,True,False,ieee14
379,3,7.201408546176948e-09,0.2228937468300065,False,False,ieee14
380,3,7.202506651849598e-09,0.21470475902664488,False,False,ieee14
381,3,7.2046564804400955e-09,0.21747828827071647,False,False,ieee14
382,3,7.038815731188193e-09,0.2140355610307687,False,False,ieee14
383,3,7.0398024024759885e-09,0.20401824875755092,False,False,ieee14
384,3,7.041693918406555e-09,0.20419732470244212,False,False,ieee14
385,3,6.9679042186490375e-09,0.20144865413108726,False,False,ieee14
386,3,6.968625110137925e-09,0.20009789782132192,False,False,ieee14
387,3,6.970047750642141e-09,0.20553989756985236,False,False,ieee14
388,3,1.8449143654576682e-09,0.09986979015223396,False,False,ieee14
389,3,1.8461001401539806e-09,0.09899489396015593,False,False,ieee14
390,3,1.8484511512432677e-09,0.10111990725718556,False,False,ieee14
391,3,1.8329834212348729e-09,0.07416974298798762,False,False,ieee14
392,3,1.8340670405639377e-09,0.07129631200006947,False,False,ieee14
393,3,1.8362224291410693e-09,0.06973720015603957,False,False,ieee14
394,3,1.8313858447515942e-09,0.08414664801781424,False,False,ieee14
395,3,1.8322054963504492e-09,0.08216004142495825,False,False,ieee14
396,3,1.8338235448234796e-09,0.08176319878371985,False,False,ieee14
397,3,1.980923258217506e-10,0.00901660838313767,True,False,ieee14
398,3,1.9926399489576894e-10,0.008955476834523912,True,False,ieee14
399,3,2.016024033007215e-10,0.008794792554296604,True,False,ieee14
400,3,1.979531809541053e-10,0.00931615955506726,True,False,ieee14
401,3,1.9901292764979288e-10,0.009199368029555344,True,False,ieee14
402,3,2.0112767935494482e-10,0.008911575411347128,True,False,ieee14
403,3,1.981097603177354e-10,0.00912072152544019,True,False,ieee14
404,3,1.988965635806531e-10,0.008989915357606959,True,False,ieee14
405,3,2.0046600251629252e-10,0.008870417950040954,True,False,ieee14
406,3,1.0486087792811103e-08,0.3699900795897909,False,False,ieee14
407,3,1.048709679359708e-08,0.35635739858576887,False,False,ieee14
408,3,1.0489019141262077e-08,0.35423963224138966,False,False,ieee14
409,3,1.0485665681673712e-08,0.3302554580881456,False,False,ieee14
410,3,1.0486346637072607e-08,0.29594458895816855,False,False,ieee14
411,3,1.0487923150383642e-08,0.3435483675167865,False,False,ieee14
412,3,1.0485334158668228e-08,0.3524935627315019,False,False,ieee14
413,3,1.048605588496784e-08,0.3509437784717039,False,False,ieee14
414,3,1.0487336128471846e-08,0.3731689068554057,False,False,ieee14
