Network,Model,FeatureSet,WMUCount,FaultBus,SampleCount,ExactBusAccuracy,MeanGraphDistance,MajorConfusionBus,MajorConfusionCount
ieee30,ExtraTrees,SpatialOnly,30,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,SpatialOnly,30,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,SpatialOnly,30,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,SpatialOnly,30,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,SpatialOnly,30,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,SpatialOnly,30,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,SpatialOnly,30,21,28,1.0,0.0,21,0
ieee30,ExtraTrees,SpatialOnly,30,22,28,1.0,0.0,22,0
ieee30,ExtraTrees,SpatialOnly,30,23,28,1.0,0.0,23,0
ieee30,ExtraTrees,SpatialOnly,30,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,SpatialOnly,30,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,SpatialOnly,30,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,SpatialOnly,30,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,SpatialOnly,30,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,SpatialOnly,30,29,28,1.0,0.0,29,0
ieee30,ExtraTrees,SpatialOnly,30,30,28,1.0,0.0,30,0
ieee30,RandomForest,SpatialOnly,30,1,28,1.0,0.0,1,0
ieee30,RandomForest,SpatialOnly,30,2,28,1.0,0.0,2,0
ieee30,RandomForest,SpatialOnly,30,3,28,1.0,0.0,3,0
ieee30,RandomForest,SpatialOnly,30,4,28,1.0,0.0,4,0
ieee30,RandomForest,SpatialOnly,30,5,28,1.0,0.0,5,0
ieee30,RandomForest,SpatialOnly,30,6,28,1.0,0.0,6,0
ieee30,RandomForest,SpatialOnly,30,7,28,1.0,0.0,7,0
ieee30,RandomForest,SpatialOnly,30,8,28,1.0,0.0,8,0
ieee30,RandomForest,SpatialOnly,30,9,28,1.0,0.0,9,0
ieee30,RandomForest,SpatialOnly,30,10,28,1.0,0.0,10,0
ieee30,RandomForest,SpatialOnly,30,11,28,1.0,0.0,11,0
ieee30,RandomForest,SpatialOnly,30,12,28,1.0,0.0,12,0
ieee30,RandomForest,SpatialOnly,30,13,28,1.0,0.0,13,0
ieee30,RandomForest,SpatialOnly,30,14,28,1.0,0.0,14,0
ieee30,RandomForest,SpatialOnly,30,15,28,1.0,0.0,15,0
ieee30,RandomForest,SpatialOnly,30,16,28,1.0,0.0,16,0
ieee30,RandomForest,SpatialOnly,30,17,28,1.0,0.0,17,0
ieee30,RandomForest,SpatialOnly,30,18,28,1.0,0.0,18,0
ieee30,RandomForest,SpatialOnly,30,19,28,1.0,0.0,19,0
ieee30,RandomForest,SpatialOnly,30,20,28,1.0,0.0,20,0
ieee30,RandomForest,SpatialOnly,30,21,28,1.0,0.0,21,0
ieee30,RandomForest,SpatialOnly,30,22,28,1.0,0.0,22,0
ieee30,RandomForest,SpatialOnly,30,23,28,1.0,0.0,23,0
ieee30,RandomForest,SpatialOnly,30,24,28,1.0,0.0,24,0
ieee30,RandomForest,SpatialOnly,30,25,28,1.0,0.0,25,0
ieee30,RandomForest,SpatialOnly,30,26,28,1.0,0.0,26,0
ieee30,RandomForest,SpatialOnly,30,27,28,1.0,0.0,27,0
ieee30,RandomForest,SpatialOnly,30,28,28,1.0,0.0,28,0
ieee30,RandomForest,SpatialOnly,30,29,28,1.0,0.0,29,0
ieee30,RandomForest,SpatialOnly,30,30,28,1.0,0.0,30,0
