CaseID,SelectedWMUCount,DeltaI_sum,DeltaI_max,DeltaV_sum,DeltaV_max,SmallDeltaISum,SmallDeltaVSum,Network,WMUCount,SelectedWMUBuses
18,3,4.8260871656057583e-08,3.565750783432502e-08,2.375978881828975,1.8999082131209957,False,False,ieee14,3,2;6;9
19,3,1.1804491839765903e-08,7.001702766476709e-09,1.515030238195613,1.0959525469753295,False,False,ieee14,3,2;6;9
20,3,1.2424208969818535e-08,8.676840812890888e-09,1.0468167087121405,0.5961510361335165,False,False,ieee14,3,2;6;9
21,3,1.109780469088688e-08,8.5443946051073e-09,0.7792618972474123,0.38068896015651976,False,False,ieee14,3,2;6;9
22,3,1.4882269554563333e-08,1.1183357260042463e-08,0.9755126660614666,0.4505123242548106,False,False,ieee14,3,2;6;9
23,3,8.401290755711147e-09,5.510645579312286e-09,0.9809495939764671,0.6575058231609203,False,False,ieee14,3,2;6;9
24,3,8.183236946670703e-10,5.489278727152227e-10,0.3129810030533259,0.2771353206311764,False,False,ieee14,3,2;6;9
25,3,4.4573430101419456e-10,2.5803025562856605e-10,0.31451917732131796,0.27689625076332725,False,False,ieee14,3,2;6;9
26,3,6.09055203781228e-10,3.738906258004532e-10,0.31393487419790034,0.2783593739500403,False,False,ieee14,3,2;6;9
27,3,7.976455135953721e-10,4.3804210448287484e-10,0.30992256108565863,0.272382132050522,False,False,ieee14,3,2;6;9
28,3,8.461478841357278e-10,4.561745697707055e-10,0.31276765316495836,0.2740826531798308,False,False,ieee14,3,2;6;9
29,3,1.1671310675566258e-09,8.89614006998318e-10,0.34662664800496146,0.29420000819836467,False,False,ieee14,3,2;6;9
30,3,6.868169385771339e-10,3.5379674348724386e-10,0.7751571635628656,0.7405819869894537,False,False,ieee14,3,2;6;9
31,3,4.690872573538805e-10,2.4167218814517165e-10,0.4042509210005325,0.36633692744046575,False,False,ieee14,3,2;6;9
32,3,2.517474205636669e-09,1.7990681021070994e-09,0.8431218330008315,0.8005034916484508,False,False,ieee14,3,2;6;9
33,3,7.947281143314803e-10,4.868229224857323e-10,0.6037032137302456,0.5547783441067093,False,False,ieee14,3,2;6;9
34,3,9.316325909626018e-10,6.503089335383714e-10,0.3958832290816209,0.3442387492919421,False,False,ieee14,3,2;6;9
35,3,1.0062673436644335e-09,7.619013743008699e-10,0.3272634664562515,0.27932890700073854,False,False,ieee14,3,2;6;9
36,3,1.020786353344832e-09,7.596400591386812e-10,0.3456902006055288,0.29494425667501556,False,False,ieee14,3,2;6;9
37,3,7.914859485716403e-10,5.218955119082458e-10,0.4204543686192108,0.37063499336866945,False,False,ieee14,3,2;6;9
38,3,1.286667041519109e-09,8.73213243457481e-10,0.3174811312773844,0.2755048984987656,False,False,ieee14,3,2;6;9
39,3,7.697025000494e-10,3.9690268272398567e-10,0.3202314071139434,0.27557525615716183,False,False,ieee14,3,2;6;9
40,3,9.463636770704554e-10,5.866665459256219e-10,0.31920086900912026,0.27790683787185233,False,False,ieee14,3,2;6;9
41,3,1.248731512037292e-09,6.926391603098211e-10,0.31590725239888107,0.27136331435249583,False,False,ieee14,3,2;6;9
42,3,1.3227558586811369e-09,7.222007573164246e-10,0.31897030287745975,0.2730369334559064,False,False,ieee14,3,2;6;9
43,3,1.4702296449259568e-09,1.0416026770003914e-09,0.3512403801110072,0.2930174889363968,False,False,ieee14,3,2;6;9
44,3,1.064385355465641e-09,5.476558683997523e-10,0.6247834350133318,0.5822742731923345,False,False,ieee14,3,2;6;9
45,3,7.155492886485916e-10,3.6883632281136965e-10,0.4007301716689312,0.3595811551673702,False,False,ieee14,3,2;6;9
46,3,4.108819059358826e-09,2.990056058173039e-09,0.6199077973357668,0.572033990964848,False,False,ieee14,3,2;6;9
47,3,1.2374219953883728e-09,7.612434122148334e-10,0.5518763633684949,0.4986657588285688,False,False,ieee14,3,2;6;9
48,3,1.4583654880799349e-09,1.0242946293512755e-09,0.4028921303750328,0.34589850656995647,False,False,ieee14,3,2;6;9
49,3,1.577892178317913e-09,1.2025137233852348e-09,0.34100724270474125,0.2847115163513019,False,False,ieee14,3,2;6;9
50,3,1.6027669317699544e-09,1.2004981857196776e-09,0.35272147156221323,0.29525117725500327,False,False,ieee14,3,2;6;9
51,3,1.2319936637255331e-09,8.17311998462252e-10,0.42388578244503894,0.3687050711680717,False,False,ieee14,3,2;6;9
52,3,1.627643653211154e-09,1.0924141109230102e-09,0.3184014233888255,0.270517303287493,False,False,ieee14,3,2;6;9
53,3,9.379451969921725e-10,5.117951318183761e-10,0.32207476245881916,0.2706683265816163,False,False,ieee14,3,2;6;9
54,3,1.2086533838507558e-09,7.418658608353348e-10,0.3206921088853941,0.27371646726408905,False,False,ieee14,3,2;6;9
55,3,1.586074431105609e-09,8.709331795586004e-10,0.3157637535721949,0.2644445104862203,False,False,ieee14,3,2;6;9
56,3,1.6784334331772844e-09,9.07068365941207e-10,0.3199067640401917,0.2666708431159144,False,False,ieee14,3,2;6;9
57,3,2.296803569562407e-09,1.7474709924612094e-09,0.36039548067710614,0.2895320817833724,False,False,ieee14,3,2;6;9
58,3,1.3626819626581157e-09,7.027401471364273e-10,0.8603717000440745,0.8116153425563684,False,False,ieee14,3,2;6;9
59,3,9.255726745258942e-10,4.775694980863713e-10,0.4123579570004131,0.36545843570094094,False,False,ieee14,3,2;6;9
60,3,5.015056860831973e-09,3.588126969499581e-09,0.900339558354548,0.8437594305273004,False,False,ieee14,3,2;6;9
61,3,1.579887278467367e-09,9.696884947600153e-10,0.6441370812472879,0.5799084055725718,False,False,ieee14,3,2;6;9
62,3,1.8513646923972444e-09,1.2943710747389297e-09,0.4162365545002109,0.34700504054179526,False,False,ieee14,3,2;6;9
63,3,1.995282102327726e-09,1.5124903243740407e-09,0.3431146962199465,0.2756625589488195,False,False,ieee14,3,2;6;9
64,3,2.027399970333932e-09,1.5107183676580928e-09,0.3613525280819183,0.29182933204341577,False,False,ieee14,3,2;6;9
65,3,1.5716615930741388e-09,1.0380470049895229e-09,0.44467022612027296,0.37814317278089593,False,False,ieee14,3,2;6;9
66,3,2.434791385563285e-09,1.6365894007619473e-09,0.32301942108707915,0.26277419422122184,False,False,ieee14,3,2;6;9
67,3,1.4699016958103639e-09,7.615773933030454e-10,0.3284108714522175,0.2629223362367863,False,False,ieee14,3,2;6;9
68,3,1.8030456656186289e-09,1.1081704467570327e-09,0.32668585844174114,0.26806807377723674,False,False,ieee14,3,2;6;9
69,3,2.3712118650191125e-09,1.3034513898308832e-09,0.3186291194680738,0.2532885709874113,False,False,ieee14,3,2;6;9
70,3,2.509637528653652e-09,1.3577500316735073e-09,0.325082659747728,0.2566614447959139,False,False,ieee14,3,2;6;9
71,3,3.3516892860593496e-09,2.531694608405902e-09,0.3953011908163633,0.2967742032769769,False,False,ieee14,3,2;6;9
72,3,2.0369165541810177e-09,1.0487386850158108e-09,1.2854567489435271,1.2184807094027326,False,False,ieee14,3,2;6;9
73,3,1.3752320300170264e-09,7.083982378865967e-10,0.4779001251730761,0.41870151461625404,False,False,ieee14,3,2;6;9
74,3,7.497571196135544e-09,5.366526517067915e-09,1.3652758054036602,1.2857590424003305,False,False,ieee14,3,2;6;9
75,3,2.3633230325169325e-09,1.4498229823541985e-09,0.897492881137466,0.8074845849128085,False,False,ieee14,3,2;6;9
76,3,2.767357041850118e-09,1.9350559597630855e-09,0.4967224281795908,0.4002617591569537,False,False,ieee14,3,2;6;9
77,3,2.975935943457469e-09,2.2564389538214423e-09,0.36737690833480496,0.2758980400171096,False,False,ieee14,3,2;6;9
78,3,3.0289601130303225e-09,2.2579472257921214e-09,0.39628332105471065,0.3005367328315858,False,False,ieee14,3,2;6;9
79,3,2.3463466756383047e-09,1.5492351726444928e-09,0.541541179962503,0.45012870811350414,False,False,ieee14,3,2;6;9
80,3,1.5093631823445251e-12,7.989754877333184e-13,0.4466796080048775,0.4154462270083483,False,False,ieee14,3,2;6;9
81,3,6.101087056804684e-08,5.129635270227621e-08,1.05455514696229,0.6202706915576761,False,False,ieee14,3,2;6;9
82,3,1.6808076300325142e-08,1.0418185950227387e-08,1.0650796509270593,0.5002451275150346,False,False,ieee14,3,2;6;9
83,3,2.4909001101242277e-08,1.3591539857908975e-08,1.434473548765787,0.8887847383721359,False,False,ieee14,3,2;6;9
84,3,2.5745344348337463e-08,1.3794763776120966e-08,0.7265083367854289,0.43941434725336753,False,False,ieee14,3,2;6;9
85,3,2.7500093440034028e-08,2.1235463242202735e-08,1.4531937896026728,0.6875049895403978,False,False,ieee14,3,2;6;9
86,3,4.826455737604299e-08,3.5660541232589106e-08,2.3341517704638446,1.859691945775986,False,False,ieee14,3,2;6;9
87,3,1.1804426342444978e-08,7.0017079096910065e-09,1.5026641222794574,1.0849879367853401,False,False,ieee14,3,2;6;9
88,3,1.2424229096672194e-08,8.676924210569758e-09,1.1545336659889847,0.7027966657791647,False,False,ieee14,3,2;6;9
89,3,1.1097693258257137e-08,8.54436336095226e-09,0.9043222502387298,0.5012081900198817,False,False,ieee14,3,2;6;9
90,3,1.488227676808727e-08,1.1183434736215216e-08,1.0917960353803262,0.5640343569065822,False,False,ieee14,3,2;6;9
91,3,8.401092344404794e-09,5.510579213076627e-09,1.0724927220795153,0.7463858041146787,False,False,ieee14,3,2;6;9
92,3,6.101068930111737e-08,5.129613657690152e-08,1.054857757316519,0.6205382394472664,False,False,ieee14,3,2;6;9
93,3,1.68078689355905e-08,1.0418050345927113e-08,1.065144439138749,0.5003353545614255,False,False,ieee14,3,2;6;9
94,3,2.490945678164685e-08,1.3591789108243608e-08,1.4406602643689057,0.8963416111199494,False,False,ieee14,3,2;6;9
95,3,2.5746051502417342e-08,1.3795249324662503e-08,0.726427437498061,0.43939951328757737,False,False,ieee14,3,2;6;9
96,3,2.7500405159085964e-08,2.123569890497104e-08,1.4532823424324586,0.687508659177457,False,False,ieee14,3,2;6;9
97,3,4.826438059902588e-08,3.5660428195171486e-08,2.3326359664619494,1.8582451976858068,False,False,ieee14,3,2;6;9
98,3,1.1804524155259673e-08,7.0017594064857195e-09,1.5024827039961695,1.084820411327744,False,False,ieee14,3,2;6;9
99,3,1.2424521002160827e-08,8.677108799120575e-09,1.154418691904229,0.7026741992071748,False,False,ieee14,3,2;6;9
100,3,1.1097887598099432e-08,8.544501578528542e-09,0.9043764944147247,0.5012581356778238,False,False,ieee14,3,2;6;9
101,3,1.4882434844989695e-08,1.1183547806786902e-08,1.0925840456374238,0.5648851045812269,False,False,ieee14,3,2;6;9
102,3,8.401145912193422e-09,5.51061115107664e-09,1.0727001273187733,0.7465771385159123,False,False,ieee14,3,2;6;9
103,3,8.185509852195531e-10,5.491760538633056e-10,0.4444396254957369,0.4026704821747582,False,False,ieee14,3,2;6;9
104,3,4.4593392053013594e-10,2.581229617853067e-10,0.44589889684205264,0.4023509907655851,False,False,ieee14,3,2;6;9
105,3,6.092726570351681e-10,3.741320186241779e-10,0.4458211481911102,0.4043177378252709,False,False,ieee14,3,2;6;9
106,3,7.978724425735793e-10,4.3828796023337635e-10,0.44080554418691087,0.3973029920081934,False,False,ieee14,3,2;6;9
107,3,8.463753899298816e-10,4.564208458134526e-10,0.4435646963812542,0.3990409154681924,False,False,ieee14,3,2;6;9
108,3,1.1672509725691023e-09,8.896068524485874e-10,0.4721613729701485,0.4166381857327417,False,False,ieee14,3,2;6;9
109,3,6.870903622698038e-10,3.539158368472557e-10,0.827689227600847,0.7907240901685506,False,False,ieee14,3,2;6;9
110,3,4.693187211402125e-10,2.417702958097625e-10,0.5247447177486131,0.4817919270905222,False,False,ieee14,3,2;6;9
111,3,2.517967604292018e-09,1.7992063264037943e-09,0.9192776761223221,0.8735107301684304,False,False,ieee14,3,2;6;9
112,3,7.949538277597694e-10,4.869204880153668e-10,0.7028762780682611,0.6508850989300656,False,False,ieee14,3,2;6;9
113,3,9.318581068423412e-10,6.50408191508861e-10,0.5173227942298554,0.4624626120387041,False,False,ieee14,3,2;6;9
114,3,1.0064922023839364e-09,7.620016407737054e-10,0.46059178865461003,0.40816349659021767,False,False,ieee14,3,2;6;9
115,3,1.0210137525379555e-09,7.597420861176726e-10,0.4714409472521197,0.4170310774329402,False,False,ieee14,3,2;6;9
116,3,7.917060835027561e-10,5.219907325407679e-10,0.5378717924599091,0.4844047682534949,False,False,ieee14,3,2;6;9
117,3,1.286900585901379e-09,8.734643724872893e-10,0.4487182200596924,0.40080702577134675,False,False,ieee14,3,2;6;9
118,3,7.698928061432919e-10,3.96998631683196e-10,0.4514381295621569,0.40084878640837385,False,False,ieee14,3,2;6;9
119,3,9.46581663096571e-10,5.869064974585319e-10,0.4505842750117105,0.40335755665690565,False,False,ieee14,3,2;6;9
120,3,1.2489674057123903e-09,6.928875850311247e-10,0.44598871006149965,0.39548120519595553,False,False,ieee14,3,2;6;9
121,3,1.3229928871090307e-09,7.224500940803818e-10,0.44917685131586593,0.39738020524756923,False,False,ieee14,3,2;6;9
122,3,1.4702705207039158e-09,1.0415147155642435e-09,0.476446272631163,0.4143934526169626,False,False,ieee14,3,2;6;9
123,3,1.064748518833859e-09,5.478240259686702e-10,0.6843908576993896,0.6392426903105424,False,False,ieee14,3,2;6;9
124,3,7.158056477559836e-10,3.689495657510222e-10,0.5160349306521105,0.4696869593487536,False,False,ieee14,3,2;6;9
125,3,4.109501590901732e-09,2.9903210642765724e-09,0.709927364979352,0.6582615093564164,False,False,ieee14,3,2;6;9
126,3,1.2377041722991933e-09,7.613792416745159e-10,0.6487026214244525,0.59169152491627,False,False,ieee14,3,2;6;9
127,3,1.4586332407724733e-09,1.024427923791361e-09,0.5192479300746983,0.4583834133968576,False,False,ieee14,3,2;6;9
128,3,1.5781387088210976e-09,1.2026356819660297e-09,0.4693767380742013,0.4082790822405271,False,False,ieee14,3,2;6;9
129,3,1.6030229597411405e-09,1.2006264697445286e-09,0.4778607825066026,0.416188882659013,False,False,ieee14,3,2;6;9
130,3,1.2322551701854405e-09,8.174383839365594e-10,0.537790155083241,0.47844479176206156,False,False,ieee14,3,2;6;9
131,3,1.6278779732988767e-09,1.0926661199675553e-09,0.44893081400997614,0.39506515000905273,False,False,ieee14,3,2;6;9
132,3,9.381334681783091e-10,5.118909710393847e-10,0.45238835780776554,0.3950003772672668,False,False,ieee14,3,2;6;9
133,3,1.2088679388517374e-09,7.421035703339247e-10,0.45156412281113556,0.39861015470338446,False,False,ieee14,3,2;6;9
134,3,1.5863103768847862e-09,8.711815772413732e-10,0.44506985850165226,0.38771694673325907,False,False,ieee14,3,2;6;9
135,3,1.6786702391249142e-09,9.073176812887215e-10,0.44928272132408253,0.39015003503792234,False,False,ieee14,3,2;6;9
136,3,2.2970279018353265e-09,1.7475704492335743e-09,0.4836105333609013,0.4097133095807135,False,False,ieee14,3,2;6;9
137,3,1.3630562976637182e-09,7.029164505896416e-10,0.905668970098372,0.8550319882360828,False,False,ieee14,3,2;6;9
138,3,9.258244245162273e-10,4.776820847179629e-10,0.5286651572485395,0.47669058951434895,False,False,ieee14,3,2;6;9
139,3,5.015729891201386e-09,3.5883905882222815e-09,0.9654925297701018,0.9058464488975868,False,False,ieee14,3,2;6;9
140,3,1.580155085321238e-09,9.698193918151277e-10,0.7351807483535263,0.6679449368579449,False,False,ieee14,3,2;6;9
141,3,1.8516184339895166e-09,1.2944987066465025e-09,0.534221913686117,0.4618238634253191,False,False,ieee14,3,2;6;9
142,3,1.995521014287218e-09,1.5126105783045357e-09,0.47483735715944764,0.40290484026905204,False,False,ieee14,3,2;6;9
143,3,2.0276479434165136e-09,1.510844835002414e-09,0.48511879841902394,0.4119870197727613,False,False,ieee14,3,2;6;9
144,3,1.5719074536645572e-09,1.038167180072848e-09,0.5579663557882276,0.4878352274676452,False,False,ieee14,3,2;6;9
145,3,2.435028720048635e-09,1.6368431714589309e-09,0.45244096560722546,0.38614849560406306,False,False,ieee14,3,2;6;9
146,3,1.470087311828271e-09,7.616744324255901e-10,0.45755553729151643,0.38601868766550296,False,False,ieee14,3,2;6;9
147,3,1.8032548127255668e-09,1.108403418927299e-09,0.45611182643577153,0.39145760628005855,False,False,ieee14,3,2;6;9
148,3,2.3714498613653087e-09,1.3036993279029674e-09,0.4471253016893558,0.37564383630979425,False,False,ieee14,3,2;6;9
149,3,2.5098764368179754e-09,1.3579989731293196e-09,0.45344110025075945,0.3790948906628755,False,False,ieee14,3,2;6;9
150,3,3.351907340708145e-09,2.531797171289868e-09,0.5142824525581244,0.4145105151996329,False,False,ieee14,3,2;6;9
151,3,2.0372768732313775e-09,1.048912727209408e-09,1.3098690224422829,1.2426952169102832,False,False,ieee14,3,2;6;9
152,3,1.375475811913213e-09,7.085107484094722e-10,0.5906877136426613,0.5267196910273624,False,False,ieee14,3,2;6;9
153,3,7.498264845063382e-09,5.3668178336976565e-09,1.3958587050729143,1.3155138290198432,False,False,ieee14,3,2;6;9
154,3,2.3635714620499225e-09,1.449951759816018e-09,0.9691843306504384,0.8781596854812876,False,False,ieee14,3,2;6;9
155,3,2.7675901557424342e-09,1.935179992040813e-09,0.6058659598574835,0.5081294135813781,False,False,ieee14,3,2;6;9
156,3,2.9761608108338554e-09,2.256559154133266e-09,0.4959566468548666,0.4009252529563603,False,False,ieee14,3,2;6;9
157,3,3.029198896321516e-09,2.2580775203284546e-09,0.5158275167155761,0.4178845264622426,False,False,ieee14,3,2;6;9
158,3,2.3465678800662884e-09,1.5493492538376035e-09,0.6459841775122062,0.5523553464775546,False,False,ieee14,3,2;6;9
159,3,9.853774180575742e-13,5.144906461388753e-13,0.3238261606817926,0.2996139635311139,True,False,ieee14,3,2;6;9
160,3,6.101220875263726e-08,5.129805155330449e-08,1.0508084226938634,0.6202621743681321,False,False,ieee14,3,2;6;9
161,3,1.6807709839234583e-08,1.0418008535680865e-08,0.9831544332546716,0.4221770605211306,False,False,ieee14,3,2;6;9
162,3,2.4908580748417252e-08,1.3591392946048045e-08,0.8507231091451961,0.4333480376919267,False,False,ieee14,3,2;6;9
163,3,2.5744924027355418e-08,1.379459198145706e-08,0.8982297346462783,0.4394051024501802,False,False,ieee14,3,2;6;9
164,3,2.7499861159972158e-08,2.1235438791836477e-08,1.3663712126803431,0.6821718021568299,False,False,ieee14,3,2;6;9
165,3,4.8268965834437725e-08,3.566451995524373e-08,2.259430008076318,1.7874780301265893,False,False,ieee14,3,2;6;9
166,3,1.1804284221808672e-08,7.001687360764789e-09,1.4623955112763407,1.0478856041957174,False,False,ieee14,3,2;6;9
167,3,1.2423892904443033e-08,8.676789593216143e-09,1.0553093418507564,0.6085137478768545,False,False,ieee14,3,2;6;9
168,3,1.1097246745379718e-08,8.544157385764444e-09,0.7771243216637307,0.37998599776183783,False,False,ieee14,3,2;6;9
169,3,1.488186682529132e-08,1.1183250266527715e-08,0.9775042571286212,0.4550400431621431,False,False,ieee14,3,2;6;9
170,3,8.400670044558116e-09,5.5103762251718424e-09,0.8940400279807088,0.575747990578487,False,False,ieee14,3,2;6;9
171,3,6.101202695401034e-08,5.129783454696217e-08,1.0534907369568456,0.6205296573273618,False,False,ieee14,3,2;6;9
172,3,1.680750302487312e-08,1.0417873390558192e-08,0.9837101225227047,0.4228316394756926,False,False,ieee14,3,2;6;9
173,3,2.4909042998602252e-08,1.3591642365233808e-08,0.81043015764931,0.43335832769894916,False,False,ieee14,3,2;6;9
174,3,2.57456353344615e-08,1.3795078130199261e-08,0.8887528059814818,0.43939053634743763,False,False,ieee14,3,2;6;9
175,3,2.7500172347439323e-08,2.12356739292179e-08,1.3662407556332457,0.6821729728878938,False,False,ieee14,3,2;6;9
176,3,4.8268511935676196e-08,3.566421386961143e-08,2.260181116622075,1.7881976046822206,False,False,ieee14,3,2;6;9
177,3,1.1804386439570402e-08,7.0017410429092405e-09,1.4626467042851725,1.0481389001563204,False,False,ieee14,3,2;6;9
178,3,1.2424185716127566e-08,8.676974721623147e-09,1.055349367561053,0.6085356829554449,False,False,ieee14,3,2;6;9
179,3,1.1097441899388897e-08,8.544296411192146e-09,0.7780361216916661,0.3808809842280003,False,False,ieee14,3,2;6;9
180,3,1.4882014626308109e-08,1.1183356789376004e-08,0.977627661736733,0.4551464814673456,False,False,ieee14,3,2;6;9
181,3,8.400726786583864e-09,5.510410049663568e-09,0.8946579022688427,0.576357477077112,False,False,ieee14,3,2;6;9
182,3,8.180063762449848e-10,5.488833449916854e-10,0.32228435666118405,0.28757607129405827,False,False,ieee14,3,2;6;9
183,3,4.4558335512940515e-10,2.578752605783303e-10,0.32317388510184586,0.28668067142273634,False,False,ieee14,3,2;6;9
184,3,6.087348100518762e-10,3.7384533027553716e-10,0.32321483576037635,0.28876592514405286,False,False,ieee14,3,2;6;9
185,3,7.973251725868783e-10,4.379973885747832e-10,0.3170694351159564,0.28063323132289186,False,False,ieee14,3,2;6;9
186,3,8.458288399336299e-10,4.5613019522254126e-10,0.31985272902391537,0.2823472319316549,False,False,ieee14,3,2;6;9
187,3,1.167082765411143e-09,8.897275181650037e-10,0.35246028745013247,0.30307187533471014,False,False,ieee14,3,2;6;9
188,3,6.86449541039392e-10,3.5360989201728145e-10,0.7382488751045558,0.7052871042829578,False,False,ieee14,3,2;6;9
189,3,4.687605415114789e-10,2.4150911869735363e-10,0.40058689076113774,0.3645187829963157,False,False,ieee14,3,2;6;9
190,3,2.51737592512625e-09,1.799193989519177e-09,0.7992208992007181,0.7588260804716265,False,False,ieee14,3,2;6;9
191,3,7.943813237536286e-10,4.866480789869386e-10,0.5849943870263971,0.5389659479593951,False,False,ieee14,3,2;6;9
192,3,9.313003641069234e-10,6.5014371977195e-10,0.3961105654360265,0.34728533438646814,False,False,ieee14,3,2;6;9
193,3,1.0059450626308853e-09,7.617439193521277e-10,0.3363108947801392,0.29034896745545535,False,False,ieee14,3,2;6;9
194,3,1.0204650016795782e-09,7.594828055909369e-10,0.3506948250243652,0.30252433730751105,False,False,ieee14,3,2;6;9
195,3,7.911493716257987e-10,5.217276005700566e-10,0.41934490533618085,0.3722543847048232,False,False,ieee14,3,2;6;9
196,3,1.2863564287756343e-09,8.731740321476266e-10,0.3255897551867649,0.28475278781147084,False,False,ieee14,3,2;6;9
197,3,7.696313059285597e-10,3.9675129244435806e-10,0.32831135179488213,0.2847937645343632,False,False,ieee14,3,2;6;9
198,3,9.460485536662506e-10,5.866252763968605e-10,0.32765924173099437,0.28750334184740645,False,False,ieee14,3,2;6;9
199,3,1.248428830033571e-09,6.926055643202e-10,0.3235977124370505,0.28016931810529355,False,False,ieee14,3,2;6;9
200,3,1.322456146242707e-09,7.221681539923174e-10,0.3262314321963291,0.28145890974047516,False,False,ieee14,3,2;6;9
201,3,1.4701672348006076e-09,1.041695349116883e-09,0.35686778526265694,0.3006413031812625,False,False,ieee14,3,2;6;9
202,3,1.0641546848319888e-09,5.475378895001301e-10,0.6162632969593422,0.5747043798576699,False,False,ieee14,3,2;6;9
203,3,7.152566887363594e-10,3.686904135335562e-10,0.3981170119411238,0.3585926582010035,False,False,ieee14,3,2;6;9
204,3,4.108982883801155e-09,2.990362167752179e-09,0.6057677677794766,0.5595453935155168,False,False,ieee14,3,2;6;9
205,3,1.237144449554221e-09,7.61110767057137e-10,0.541722965457747,0.4905618645156542,False,False,ieee14,3,2;6;9
206,3,1.4580844600599921e-09,1.0241661308392423e-09,0.4041010029284786,0.34915037604482,False,False,ieee14,3,2;6;9
207,3,1.5775988257862968e-09,1.202380157152781e-09,0.3482946059042348,0.29357181522609443,False,False,ieee14,3,2;6;9
208,3,1.602479801185756e-09,1.200368225783603e-09,0.3583355300643991,0.30271465264263187,False,False,ieee14,3,2;6;9
209,3,1.2317070267445082e-09,8.171778569584964e-10,0.4236787743969922,0.37046423212817015,False,False,ieee14,3,2;6;9
210,3,1.627313241647418e-09,1.0923643085105977e-09,0.32769743684861385,0.2809051463066963,False,False,ieee14,3,2;6;9
211,3,9.379538764252943e-10,5.116360091249648e-10,0.33030358737547616,0.27998447189643993,False,False,ieee14,3,2;6;9
212,3,1.2083182698556146e-09,7.418134528483276e-10,0.3290997296659446,0.2832153901276271,False,False,ieee14,3,2;6;9
213,3,1.5857503480294266e-09,8.708893927283718e-10,0.3218232000488991,0.27156983507212606,False,False,ieee14,3,2;6;9
214,3,1.6781107517870124e-09,9.070249073254705e-10,0.325990825348474,0.2738929556936365,False,False,ieee14,3,2;6;9
215,3,2.2966877643101547e-09,1.7475250224772267e-09,0.36549288540259706,0.297567827203419,False,False,ieee14,3,2;6;9
216,3,1.362367568505335e-09,7.025819567027265e-10,0.8238867353226028,0.7764365183123365,False,False,ieee14,3,2;6;9
217,3,9.252412443284924e-10,4.77405377601955e-10,0.40592493801796714,0.36086542711802294,False,False,ieee14,3,2;6;9
218,3,5.0151037954005885e-09,3.588381530973061e-09,0.851339499066164,0.7969026499100778,False,False,ieee14,3,2;6;9
219,3,1.57954448805834e-09,9.695219320847564e-10,0.6212894728160758,0.5599243782909848,False,False,ieee14,3,2;6;9
220,3,1.851025149312994e-09,1.2942095688169636e-09,0.41601120652787427,0.34947726953675406,False,False,ieee14,3,2;6;9
221,3,1.9949499360659896e-09,1.5123349643966085e-09,0.3514007094920908,0.28582682887979693,False,False,ieee14,3,2;6;9
222,3,2.027074468066486e-09,1.5105672184096978e-09,0.3655419207245846,0.29853805167740544,False,False,ieee14,3,2;6;9
223,3,1.571314446844465e-09,1.0378798429046272e-09,0.44228612711119675,0.3784271757748936,False,False,ieee14,3,2;6;9
224,3,2.4344413368265058e-09,1.6365322271008045e-09,0.3313956704928903,0.27218916496276946,False,False,ieee14,3,2;6;9
