CaseID,CaseName,EventType,EventSubtype,TargetBus,LoadSwitchPct,FaultType,IsFault,BinaryFaultLabel,RawCsvFile,RawCsvRelativePath,SourceGroup,ScenarioGroup
SSO_LoadSwitch_Bus16,SSO_LoadSwitch_Bus16,SSO_LoadSwitch,LoadSwitch15pct,16,15,,0,0,SSO_LoadSwitch_Bus16.csv,raw_waveforms/SSO_LoadSwitch_Bus16.csv,base_84,Base84
SSO_LoadSwitch_Bus17,SSO_LoadSwitch_Bus17,SSO_LoadSwitch,LoadSwitch15pct,17,15,,0,0,SSO_LoadSwitch_Bus17.csv,raw_waveforms/SSO_LoadSwitch_Bus17.csv,base_84,Base84
SSO_LoadSwitch_Bus18,SSO_LoadSwitch_Bus18,SSO_LoadSwitch,LoadSwitch15pct,18,15,,0,0,SSO_LoadSwitch_Bus18.csv,raw_waveforms/SSO_LoadSwitch_Bus18.csv,base_84,Base84
SSO_LoadSwitch_Bus19,SSO_LoadSwitch_Bus19,SSO_LoadSwitch,LoadSwitch15pct,19,15,,0,0,SSO_LoadSwitch_Bus19.csv,raw_waveforms/SSO_LoadSwitch_Bus19.csv,base_84,Base84
SSO_LoadSwitch_Bus20,SSO_LoadSwitch_Bus20,SSO_LoadSwitch,LoadSwitch15pct,20,15,,0,0,SSO_LoadSwitch_Bus20.csv,raw_waveforms/SSO_LoadSwitch_Bus20.csv,base_84,Base84
SSO_LoadSwitch_Bus21,SSO_LoadSwitch_Bus21,SSO_LoadSwitch,LoadSwitch15pct,21,15,,0,0,SSO_LoadSwitch_Bus21.csv,raw_waveforms/SSO_LoadSwitch_Bus21.csv,base_84,Base84
SSO_LoadSwitch_Bus23,SSO_LoadSwitch_Bus23,SSO_LoadSwitch,LoadSwitch15pct,23,15,,0,0,SSO_LoadSwitch_Bus23.csv,raw_waveforms/SSO_LoadSwitch_Bus23.csv,base_84,Base84
SSO_LoadSwitch_Bus24,SSO_LoadSwitch_Bus24,SSO_LoadSwitch,LoadSwitch15pct,24,15,,0,0,SSO_LoadSwitch_Bus24.csv,raw_waveforms/SSO_LoadSwitch_Bus24.csv,base_84,Base84
SSO_LoadSwitch_Bus26,SSO_LoadSwitch_Bus26,SSO_LoadSwitch,LoadSwitch15pct,26,15,,0,0,SSO_LoadSwitch_Bus26.csv,raw_waveforms/SSO_LoadSwitch_Bus26.csv,base_84,Base84
SSO_LoadSwitch_Bus29,SSO_LoadSwitch_Bus29,SSO_LoadSwitch,LoadSwitch15pct,29,15,,0,0,SSO_LoadSwitch_Bus29.csv,raw_waveforms/SSO_LoadSwitch_Bus29.csv,base_84,Base84
SSO_LoadSwitch_Bus30,SSO_LoadSwitch_Bus30,SSO_LoadSwitch,LoadSwitch15pct,30,15,,0,0,SSO_LoadSwitch_Bus30.csv,raw_waveforms/SSO_LoadSwitch_Bus30.csv,base_84,Base84
SSO_SLG_Fault_Bus01,SSO_SLG_Fault_Bus01,SSO_SLG_Fault,SLG,1,,SLG,1,1,SSO_SLG_Fault_Bus01.csv,raw_waveforms/SSO_SLG_Fault_Bus01.csv,base_84,Base84
SSO_SLG_Fault_Bus02,SSO_SLG_Fault_Bus02,SSO_SLG_Fault,SLG,2,,SLG,1,1,SSO_SLG_Fault_Bus02.csv,raw_waveforms/SSO_SLG_Fault_Bus02.csv,base_84,Base84
SSO_SLG_Fault_Bus03,SSO_SLG_Fault_Bus03,SSO_SLG_Fault,SLG,3,,SLG,1,1,SSO_SLG_Fault_Bus03.csv,raw_waveforms/SSO_SLG_Fault_Bus03.csv,base_84,Base84
SSO_SLG_Fault_Bus04,SSO_SLG_Fault_Bus04,SSO_SLG_Fault,SLG,4,,SLG,1,1,SSO_SLG_Fault_Bus04.csv,raw_waveforms/SSO_SLG_Fault_Bus04.csv,base_84,Base84
SSO_SLG_Fault_Bus05,SSO_SLG_Fault_Bus05,SSO_SLG_Fault,SLG,5,,SLG,1,1,SSO_SLG_Fault_Bus05.csv,raw_waveforms/SSO_SLG_Fault_Bus05.csv,base_84,Base84
SSO_SLG_Fault_Bus06,SSO_SLG_Fault_Bus06,SSO_SLG_Fault,SLG,6,,SLG,1,1,SSO_SLG_Fault_Bus06.csv,raw_waveforms/SSO_SLG_Fault_Bus06.csv,base_84,Base84
SSO_SLG_Fault_Bus07,SSO_SLG_Fault_Bus07,SSO_SLG_Fault,SLG,7,,SLG,1,1,SSO_SLG_Fault_Bus07.csv,raw_waveforms/SSO_SLG_Fault_Bus07.csv,base_84,Base84
SSO_SLG_Fault_Bus08,SSO_SLG_Fault_Bus08,SSO_SLG_Fault,SLG,8,,SLG,1,1,SSO_SLG_Fault_Bus08.csv,raw_waveforms/SSO_SLG_Fault_Bus08.csv,base_84,Base84
SSO_SLG_Fault_Bus09,SSO_SLG_Fault_Bus09,SSO_SLG_Fault,SLG,9,,SLG,1,1,SSO_SLG_Fault_Bus09.csv,raw_waveforms/SSO_SLG_Fault_Bus09.csv,base_84,Base84
SSO_SLG_Fault_Bus10,SSO_SLG_Fault_Bus10,SSO_SLG_Fault,SLG,10,,SLG,1,1,SSO_SLG_Fault_Bus10.csv,raw_waveforms/SSO_SLG_Fault_Bus10.csv,base_84,Base84
SSO_SLG_Fault_Bus11,SSO_SLG_Fault_Bus11,SSO_SLG_Fault,SLG,11,,SLG,1,1,SSO_SLG_Fault_Bus11.csv,raw_waveforms/SSO_SLG_Fault_Bus11.csv,base_84,Base84
SSO_SLG_Fault_Bus12,SSO_SLG_Fault_Bus12,SSO_SLG_Fault,SLG,12,,SLG,1,1,SSO_SLG_Fault_Bus12.csv,raw_waveforms/SSO_SLG_Fault_Bus12.csv,base_84,Base84
SSO_SLG_Fault_Bus13,SSO_SLG_Fault_Bus13,SSO_SLG_Fault,SLG,13,,SLG,1,1,SSO_SLG_Fault_Bus13.csv,raw_waveforms/SSO_SLG_Fault_Bus13.csv,base_84,Base84
SSO_SLG_Fault_Bus14,SSO_SLG_Fault_Bus14,SSO_SLG_Fault,SLG,14,,SLG,1,1,SSO_SLG_Fault_Bus14.csv,raw_waveforms/SSO_SLG_Fault_Bus14.csv,base_84,Base84
SSO_SLG_Fault_Bus15,SSO_SLG_Fault_Bus15,SSO_SLG_Fault,SLG,15,,SLG,1,1,SSO_SLG_Fault_Bus15.csv,raw_waveforms/SSO_SLG_Fault_Bus15.csv,base_84,Base84
SSO_SLG_Fault_Bus16,SSO_SLG_Fault_Bus16,SSO_SLG_Fault,SLG,16,,SLG,1,1,SSO_SLG_Fault_Bus16.csv,raw_waveforms/SSO_SLG_Fault_Bus16.csv,base_84,Base84
SSO_SLG_Fault_Bus17,SSO_SLG_Fault_Bus17,SSO_SLG_Fault,SLG,17,,SLG,1,1,SSO_SLG_Fault_Bus17.csv,raw_waveforms/SSO_SLG_Fault_Bus17.csv,base_84,Base84
SSO_SLG_Fault_Bus18,SSO_SLG_Fault_Bus18,SSO_SLG_Fault,SLG,18,,SLG,1,1,SSO_SLG_Fault_Bus18.csv,raw_waveforms/SSO_SLG_Fault_Bus18.csv,base_84,Base84
SSO_SLG_Fault_Bus19,SSO_SLG_Fault_Bus19,SSO_SLG_Fault,SLG,19,,SLG,1,1,SSO_SLG_Fault_Bus19.csv,raw_waveforms/SSO_SLG_Fault_Bus19.csv,base_84,Base84
SSO_SLG_Fault_Bus20,SSO_SLG_Fault_Bus20,SSO_SLG_Fault,SLG,20,,SLG,1,1,SSO_SLG_Fault_Bus20.csv,raw_waveforms/SSO_SLG_Fault_Bus20.csv,base_84,Base84
SSO_SLG_Fault_Bus21,SSO_SLG_Fault_Bus21,SSO_SLG_Fault,SLG,21,,SLG,1,1,SSO_SLG_Fault_Bus21.csv,raw_waveforms/SSO_SLG_Fault_Bus21.csv,base_84,Base84
SSO_SLG_Fault_Bus22,SSO_SLG_Fault_Bus22,SSO_SLG_Fault,SLG,22,,SLG,1,1,SSO_SLG_Fault_Bus22.csv,raw_waveforms/SSO_SLG_Fault_Bus22.csv,base_84,Base84
SSO_SLG_Fault_Bus23,SSO_SLG_Fault_Bus23,SSO_SLG_Fault,SLG,23,,SLG,1,1,SSO_SLG_Fault_Bus23.csv,raw_waveforms/SSO_SLG_Fault_Bus23.csv,base_84,Base84
SSO_SLG_Fault_Bus24,SSO_SLG_Fault_Bus24,SSO_SLG_Fault,SLG,24,,SLG,1,1,SSO_SLG_Fault_Bus24.csv,raw_waveforms/SSO_SLG_Fault_Bus24.csv,base_84,Base84
SSO_SLG_Fault_Bus25,SSO_SLG_Fault_Bus25,SSO_SLG_Fault,SLG,25,,SLG,1,1,SSO_SLG_Fault_Bus25.csv,raw_waveforms/SSO_SLG_Fault_Bus25.csv,base_84,Base84
SSO_SLG_Fault_Bus26,SSO_SLG_Fault_Bus26,SSO_SLG_Fault,SLG,26,,SLG,1,1,SSO_SLG_Fault_Bus26.csv,raw_waveforms/SSO_SLG_Fault_Bus26.csv,base_84,Base84
SSO_SLG_Fault_Bus27,SSO_SLG_Fault_Bus27,SSO_SLG_Fault,SLG,27,,SLG,1,1,SSO_SLG_Fault_Bus27.csv,raw_waveforms/SSO_SLG_Fault_Bus27.csv,base_84,Base84
SSO_SLG_Fault_Bus28,SSO_SLG_Fault_Bus28,SSO_SLG_Fault,SLG,28,,SLG,1,1,SSO_SLG_Fault_Bus28.csv,raw_waveforms/SSO_SLG_Fault_Bus28.csv,base_84,Base84
SSO_SLG_Fault_Bus29,SSO_SLG_Fault_Bus29,SSO_SLG_Fault,SLG,29,,SLG,1,1,SSO_SLG_Fault_Bus29.csv,raw_waveforms/SSO_SLG_Fault_Bus29.csv,base_84,Base84
SSO_SLG_Fault_Bus30,SSO_SLG_Fault_Bus30,SSO_SLG_Fault,SLG,30,,SLG,1,1,SSO_SLG_Fault_Bus30.csv,raw_waveforms/SSO_SLG_Fault_Bus30.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus01,SSO_ThreePhase_Fault_Bus01,SSO_ThreePhase_Fault,ThreePhase,1,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus01.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus01.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus02,SSO_ThreePhase_Fault_Bus02,SSO_ThreePhase_Fault,ThreePhase,2,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus02.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus02.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus03,SSO_ThreePhase_Fault_Bus03,SSO_ThreePhase_Fault,ThreePhase,3,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus03.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus03.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus04,SSO_ThreePhase_Fault_Bus04,SSO_ThreePhase_Fault,ThreePhase,4,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus04.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus04.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus05,SSO_ThreePhase_Fault_Bus05,SSO_ThreePhase_Fault,ThreePhase,5,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus05.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus05.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus06,SSO_ThreePhase_Fault_Bus06,SSO_ThreePhase_Fault,ThreePhase,6,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus06.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus06.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus07,SSO_ThreePhase_Fault_Bus07,SSO_ThreePhase_Fault,ThreePhase,7,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus07.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus07.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus08,SSO_ThreePhase_Fault_Bus08,SSO_ThreePhase_Fault,ThreePhase,8,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus08.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus08.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus09,SSO_ThreePhase_Fault_Bus09,SSO_ThreePhase_Fault,ThreePhase,9,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus09.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus09.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus10,SSO_ThreePhase_Fault_Bus10,SSO_ThreePhase_Fault,ThreePhase,10,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus10.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus10.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus11,SSO_ThreePhase_Fault_Bus11,SSO_ThreePhase_Fault,ThreePhase,11,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus11.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus11.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus12,SSO_ThreePhase_Fault_Bus12,SSO_ThreePhase_Fault,ThreePhase,12,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus12.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus12.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus13,SSO_ThreePhase_Fault_Bus13,SSO_ThreePhase_Fault,ThreePhase,13,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus13.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus13.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus14,SSO_ThreePhase_Fault_Bus14,SSO_ThreePhase_Fault,ThreePhase,14,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus14.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus14.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus15,SSO_ThreePhase_Fault_Bus15,SSO_ThreePhase_Fault,ThreePhase,15,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus15.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus15.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus16,SSO_ThreePhase_Fault_Bus16,SSO_ThreePhase_Fault,ThreePhase,16,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus16.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus16.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus17,SSO_ThreePhase_Fault_Bus17,SSO_ThreePhase_Fault,ThreePhase,17,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus17.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus17.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus18,SSO_ThreePhase_Fault_Bus18,SSO_ThreePhase_Fault,ThreePhase,18,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus18.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus18.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus19,SSO_ThreePhase_Fault_Bus19,SSO_ThreePhase_Fault,ThreePhase,19,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus19.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus19.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus20,SSO_ThreePhase_Fault_Bus20,SSO_ThreePhase_Fault,ThreePhase,20,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus20.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus20.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus21,SSO_ThreePhase_Fault_Bus21,SSO_ThreePhase_Fault,ThreePhase,21,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus21.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus21.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus22,SSO_ThreePhase_Fault_Bus22,SSO_ThreePhase_Fault,ThreePhase,22,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus22.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus22.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus23,SSO_ThreePhase_Fault_Bus23,SSO_ThreePhase_Fault,ThreePhase,23,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus23.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus23.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus24,SSO_ThreePhase_Fault_Bus24,SSO_ThreePhase_Fault,ThreePhase,24,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus24.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus24.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus25,SSO_ThreePhase_Fault_Bus25,SSO_ThreePhase_Fault,ThreePhase,25,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus25.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus25.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus26,SSO_ThreePhase_Fault_Bus26,SSO_ThreePhase_Fault,ThreePhase,26,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus26.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus26.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus27,SSO_ThreePhase_Fault_Bus27,SSO_ThreePhase_Fault,ThreePhase,27,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus27.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus27.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus28,SSO_ThreePhase_Fault_Bus28,SSO_ThreePhase_Fault,ThreePhase,28,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus28.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus28.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus29,SSO_ThreePhase_Fault_Bus29,SSO_ThreePhase_Fault,ThreePhase,29,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus29.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus29.csv,base_84,Base84
SSO_ThreePhase_Fault_Bus30,SSO_ThreePhase_Fault_Bus30,SSO_ThreePhase_Fault,ThreePhase,30,,ThreePhase,1,1,SSO_ThreePhase_Fault_Bus30.csv,raw_waveforms/SSO_ThreePhase_Fault_Bus30.csv,base_84,Base84
E1_LoadSwitch5pct_Bus02,E1_LoadSwitch5pct_Bus02,SSO_LoadSwitch,LoadSwitch5pct,2,5,,0,0,E1_LoadSwitch5pct_Bus02.csv,raw_waveforms/E1_LoadSwitch5pct_Bus02.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus03,E1_LoadSwitch5pct_Bus03,SSO_LoadSwitch,LoadSwitch5pct,3,5,,0,0,E1_LoadSwitch5pct_Bus03.csv,raw_waveforms/E1_LoadSwitch5pct_Bus03.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus04,E1_LoadSwitch5pct_Bus04,SSO_LoadSwitch,LoadSwitch5pct,4,5,,0,0,E1_LoadSwitch5pct_Bus04.csv,raw_waveforms/E1_LoadSwitch5pct_Bus04.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus05,E1_LoadSwitch5pct_Bus05,SSO_LoadSwitch,LoadSwitch5pct,5,5,,0,0,E1_LoadSwitch5pct_Bus05.csv,raw_waveforms/E1_LoadSwitch5pct_Bus05.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus07,E1_LoadSwitch5pct_Bus07,SSO_LoadSwitch,LoadSwitch5pct,7,5,,0,0,E1_LoadSwitch5pct_Bus07.csv,raw_waveforms/E1_LoadSwitch5pct_Bus07.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus08,E1_LoadSwitch5pct_Bus08,SSO_LoadSwitch,LoadSwitch5pct,8,5,,0,0,E1_LoadSwitch5pct_Bus08.csv,raw_waveforms/E1_LoadSwitch5pct_Bus08.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus10,E1_LoadSwitch5pct_Bus10,SSO_LoadSwitch,LoadSwitch5pct,10,5,,0,0,E1_LoadSwitch5pct_Bus10.csv,raw_waveforms/E1_LoadSwitch5pct_Bus10.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus12,E1_LoadSwitch5pct_Bus12,SSO_LoadSwitch,LoadSwitch5pct,12,5,,0,0,E1_LoadSwitch5pct_Bus12.csv,raw_waveforms/E1_LoadSwitch5pct_Bus12.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus14,E1_LoadSwitch5pct_Bus14,SSO_LoadSwitch,LoadSwitch5pct,14,5,,0,0,E1_LoadSwitch5pct_Bus14.csv,raw_waveforms/E1_LoadSwitch5pct_Bus14.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus15,E1_LoadSwitch5pct_Bus15,SSO_LoadSwitch,LoadSwitch5pct,15,5,,0,0,E1_LoadSwitch5pct_Bus15.csv,raw_waveforms/E1_LoadSwitch5pct_Bus15.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus16,E1_LoadSwitch5pct_Bus16,SSO_LoadSwitch,LoadSwitch5pct,16,5,,0,0,E1_LoadSwitch5pct_Bus16.csv,raw_waveforms/E1_LoadSwitch5pct_Bus16.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus17,E1_LoadSwitch5pct_Bus17,SSO_LoadSwitch,LoadSwitch5pct,17,5,,0,0,E1_LoadSwitch5pct_Bus17.csv,raw_waveforms/E1_LoadSwitch5pct_Bus17.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus18,E1_LoadSwitch5pct_Bus18,SSO_LoadSwitch,LoadSwitch5pct,18,5,,0,0,E1_LoadSwitch5pct_Bus18.csv,raw_waveforms/E1_LoadSwitch5pct_Bus18.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus19,E1_LoadSwitch5pct_Bus19,SSO_LoadSwitch,LoadSwitch5pct,19,5,,0,0,E1_LoadSwitch5pct_Bus19.csv,raw_waveforms/E1_LoadSwitch5pct_Bus19.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus20,E1_LoadSwitch5pct_Bus20,SSO_LoadSwitch,LoadSwitch5pct,20,5,,0,0,E1_LoadSwitch5pct_Bus20.csv,raw_waveforms/E1_LoadSwitch5pct_Bus20.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus21,E1_LoadSwitch5pct_Bus21,SSO_LoadSwitch,LoadSwitch5pct,21,5,,0,0,E1_LoadSwitch5pct_Bus21.csv,raw_waveforms/E1_LoadSwitch5pct_Bus21.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus23,E1_LoadSwitch5pct_Bus23,SSO_LoadSwitch,LoadSwitch5pct,23,5,,0,0,E1_LoadSwitch5pct_Bus23.csv,raw_waveforms/E1_LoadSwitch5pct_Bus23.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus24,E1_LoadSwitch5pct_Bus24,SSO_LoadSwitch,LoadSwitch5pct,24,5,,0,0,E1_LoadSwitch5pct_Bus24.csv,raw_waveforms/E1_LoadSwitch5pct_Bus24.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus26,E1_LoadSwitch5pct_Bus26,SSO_LoadSwitch,LoadSwitch5pct,26,5,,0,0,E1_LoadSwitch5pct_Bus26.csv,raw_waveforms/E1_LoadSwitch5pct_Bus26.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus29,E1_LoadSwitch5pct_Bus29,SSO_LoadSwitch,LoadSwitch5pct,29,5,,0,0,E1_LoadSwitch5pct_Bus29.csv,raw_waveforms/E1_LoadSwitch5pct_Bus29.csv,variation_42,LoadSwitchVariation
E1_LoadSwitch5pct_Bus30,E1_LoadSwitch5pct_Bus30,SSO_LoadSwitch,LoadSwitch5pct,30,5,,0,0,E1_LoadSwitch5pct_Bus30.csv,raw_waveforms/E1_LoadSwitch5pct_Bus30.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus02,E2_LoadSwitch30pct_Bus02,SSO_LoadSwitch,LoadSwitch30pct,2,30,,0,0,E2_LoadSwitch30pct_Bus02.csv,raw_waveforms/E2_LoadSwitch30pct_Bus02.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus03,E2_LoadSwitch30pct_Bus03,SSO_LoadSwitch,LoadSwitch30pct,3,30,,0,0,E2_LoadSwitch30pct_Bus03.csv,raw_waveforms/E2_LoadSwitch30pct_Bus03.csv,variation_42,LoadSwitchVariation
E2_LoadSwitch30pct_Bus04,E2_LoadSwitch30pct_Bus04,SSO_LoadSwitch,LoadSwitch30pct,4,30,,0,0,E2_LoadSwitch30pct_Bus04.csv,raw_waveforms/E2_LoadSwitch30pct_Bus04.csv,variation_42,LoadSwitchVariation
