WMUSet,k,NormalFP,LoadSwitchFP,SLGFN,ThreePhaseFN,TotalFP,TotalFN,FaultRecall,NonFaultSpecificity,LoadSwitchSpecificity,BinaryAccuracy,Feasible,FaultScoreMargin,BestThreshold,NonFaultMaxScore,FaultMinScore,ClassifierType,UsedFeatureSet
11,1,0,0,3,0,0,3,0.95,1.0,1.0,0.9761904761904762,False,-0.07897523328021452,0.02387731745235273,0.016246345907557212,-0.0627288873726573,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
12,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.0972206429920267,0.7496326433480708,0.9274590256202976,0.8302383826282709,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
13,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.15957968398432615,-0.27314918462340765,0.03599598501903452,-0.12358369896529162,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
14,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.1190135723104484,0.6560956834498528,0.9089637025871566,0.7899501302767082,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
15,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.09421403725690847,0.6548091321631518,0.8988837642897507,0.8046697270328422,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
16,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.1414674778174072,0.6417733653049027,0.9068717401321684,0.7654042623147612,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
17,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.2325172373313693,0.5930678826410118,0.9091601128962049,0.6766428755648356,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
18,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.11622441824175933,0.6532132338863659,0.9069881703366883,0.790763752094929,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
19,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.21523437831153058,0.6213397893509933,0.9092470092636281,0.6940126309520975,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
20,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.18105524712297183,0.6243380439561061,0.8951498213011142,0.7140945741781424,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
21,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.21071383536420707,0.6114911874710365,0.9143582945023745,0.7036444591381674,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
22,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,True,0.12380256042517879,0.22479500789264373,0.16289372768005433,0.2866962881052331,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
23,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.23953114795546537,0.5904505417344484,0.9127131808137707,0.6731820328583054,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
24,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.20801920309640243,0.6071645469263467,0.9130202499411775,0.705001046844775,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
25,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,True,0.40650904248107217,0.2849450495410776,0.08169052830054147,0.48819957078161363,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
26,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.24473237346557153,0.6052388998235576,0.9407864623646014,0.6960540888990299,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
27,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,True,0.5116159026316066,0.21721194671823643,-0.03859600459756688,0.47301989803403977,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
28,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,True,0.024968492221764782,0.43851833870890927,0.4260340925980269,0.45100258481979166,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
29,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.18074911525099624,0.6530191143332693,0.9437152738427488,0.7629661585917525,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
30,1,3,0,0,0,3,0,1.0,0.9545454545454546,1.0,0.9761904761904762,False,-0.157303893720524,0.6823864593841393,0.945874786669224,0.7885708929487,fixed physical threshold rule,max normalized fault severity/sequence/impedance evidence - 0.5 * balanced 67-77Hz LoadSwitch evidence
